application_id_eri,application_id,info_source,applicant_id_eri,applicant_id,application_status,range,application_date,application_signed,followup_done,followup_details,applied_previously,applied_previously_date,previously_approved,application_experience,application_comments
Apply_430,CZL 29,Historic,App_1139,None,,MISSING,2014-06-21 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_431,MISSING,Call,App_1142,None,Permit Awarded,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Bird was registered at her home. She was not present when it happened.,NA
Apply_432,MISSING,Historic,App_1143,278.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_434,CZL 45,Historic,App_1149,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_435,CZL 86,Historic,App_1150,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_437,MISSING,Call,App_1158,135.0,Permit Awarded,Orange Walk,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,FD expected home. It was a satisfactory experience.,NA
Apply_438,MISSING,Historic,App_1159,237.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_439,CZL 28,Historic,App_1163,None,,MISSING,2014-07-07 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_440,CZL 106,Historic,App_1163,None,,MISSING,2016-09-26 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_441,CZL 64,Historic,App_1164,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_442,CZL 96,Historic,App_1165,None,,MISSING,2016-06-30 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_443,CZL 80,Historic,App_1169,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_444,CZL 37,Call,App_1171,None,,MISSING,MISSING,MISSING,No,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_445,MISSING,Call,App_1177,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Miss Tun's sister applied on her behalf bc she was also going to register her parrot.,NA
Apply_446,MISSING,Call,App_1179,None,,MISSING,MISSING,MISSING,No,"Fd inspected home and said they would get back to him and provide him with a permit and a band for the bird, but never did.",MISSING,MISSING,MISSING,MISSING,NA
Apply_448,BMP 43,Historic,App_1183,None,,MISSING,2014-04-12 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_449,MISSING,Historic,App_1192,252.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_450,MISSING,Historic,App_1195,292.0,Permit Awarded,Belmopan,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_451,MISSING,Call,App_1197,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,It was an easy process.,NA
Apply_453,MISSING,Call,App_1201,None,Permit Awarded,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,No complaints,NA
Apply_454,CZL 61,Historic,App_1202,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_455,MISSING,Historic,App_1210,343.0,Permit Awarded,Orange Walk,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_456,MISSING,Historic,App_1213,100.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_457,MISSING,Historic,App_1214,234.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_458,MISSING,Call,App_1215,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Doesn't remember,NA
Apply_459,MISSING,Historic,App_1216,267.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_460,MISSING,Historic,App_1218,102.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_461,CZL 136,Historic,App_1224,None,,MISSING,2016-10-24 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_462,MISSING,Historic,App_1227,225.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_463,MISSING,Call,App_1236,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Good,NA
Apply_464,MISSING,Call,App_1239,None,,MISSING,MISSING,MISSING,No,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_465,CZL 12,Historic,App_1241,None,,MISSING,2015-01-01 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_466,BMP 34,Historic,App_1244,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_467,CZL 59,Historic,App_1245,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_468,MISSING,Historic,App_1246,214.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_469,MISSING,Call,App_1250,None,,MISSING,MISSING,MISSING,No,MISSING,MISSING,MISSING,MISSING,Easy,NA
Apply_470,CZL 18,Historic,App_1256,None,,MISSING,2015-03-26 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_471,MISSING,Historic,App_1257,280.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_472,MISSING,Historic,App_1261,259.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_475,BMP 44,Historic,App_1273,None,,MISSING,2014-09-12 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_477,MISSING,Historic,App_1282,256.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_478,MISSING,Historic,App_1283,92.0,Permit Awarded,Orange Walk,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_479,MISSING,Historic,App_1283,92.0,Permit Awarded,Orange Walk,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_480,MISSING,Historic,App_1284,110.0,Permit Awarded,Savannah,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Good,NA
Apply_481,MISSING,Historic,App_1285,111.0,Permit Awarded,Savannah,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_482,MISSING,Historic,App_1286,113.0,Permit Awarded,Savannah,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_483,MISSING,Historic,App_1287,114.0,Permit Awarded,Savannah,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_484,MISSING,Historic,App_1288,115.0,Permit Awarded,Savannah,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_485,MISSING,Historic,App_1289,116.0,Permit Awarded,Savannah,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_486,MISSING,Historic,App_1289,116.0,Permit Awarded,Savannah,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_487,MISSING,Historic,App_1290,117.0,Permit Awarded,Savannah,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_488,MISSING,Historic,App_1291,118.0,Permit Awarded,Savannah,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Rate them 9.5 out of 10,NA
Apply_489,MISSING,Historic,App_1292,119.0,Permit Awarded,Savannah,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_490,MISSING,Historic,App_1293,120.0,Permit Awarded,Savannah,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_491,MISSING,Historic,App_1294,121.0,Permit Awarded,Savannah,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_492,MISSING,Historic,App_1295,122.0,Permit Awarded,Savannah,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_493,MISSING,Historic,App_1296,123.0,Permit Awarded,Savannah,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Very well,NA
Apply_495,MISSING,Historic,App_1298,125.0,Permit Awarded,Savannah,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_496,MISSING,Historic,App_1299,126.0,Permit Awarded,Savannah,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_497,MISSING,Historic,App_1300,127.0,Permit Awarded,Savannah,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_498,MISSING,Historic,App_1301,128.0,Permit Awarded,Savannah,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_499,MISSING,Historic,App_1302,133.0,Permit Awarded,Orange Walk,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_502,MISSING,Historic,App_1305,124.0,Permit Awarded,Savannah,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_503,MISSING,Historic,App_1298,125.0,Permit Awarded,Savannah,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_504,MISSING,Historic,App_1307,188.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_505,MISSING,Historic,App_1308,201.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_506,MISSING,Historic,App_1309,229.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_507,MISSING,Historic,App_1310,235.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_509,MISSING,Historic,App_1313,305.0,Permit Awarded,Belmopan,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_510,MISSING,Historic,App_1314,306.0,Permit Awarded,Belmopan,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_511,MISSING,Historic,App_1315,307.0,Permit Awarded,Belmopan,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_512,MISSING,Historic,App_1315,307.0,Permit Awarded,Belmopan,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_513,MISSING,Call,App_1316,309.0,Permit Awarded,Belmopan,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Fd inspected home and advised to have the parrot on a fruit and vegatbles diet.,NA
Apply_514,MISSING,Historic,App_1317,310.0,Permit Awarded,Belmopan,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_515,MISSING,Historic,App_1318,311.0,Permit Awarded,Belmopan,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_516,BZ 95*,Historic,App_1319,312.0,Permit Awarded,Belmopan,2018-04-09 00:00:00,Yes,Yes,Approved,No,NA,NA,MISSING,NA
Apply_517,MISSING,Historic,App_1320,313.0,Permit Awarded,Belmopan,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_518,BMP 144,Historic,App_1321,315.0,Permit Awarded,Belmopan,2018-04-17 00:00:00,Yes,Yes,Approved after 3rd submission; no site visit conducted,Yes,MISSING,MISSING,MISSING,NA
Apply_519,BMP 146*,Historic,App_1322,316.0,Permit Awarded,Belmopan,2018-04-19 00:00:00,Yes,Yes,Approved,MISSING,MISSING,MISSING,MISSING,NA
Apply_520,BMP 147*,Historic,App_1323,317.0,Permit Awarded,Belmopan,2018-01-08 00:00:00,Yes,Yes,Approved,No,NA,NA,MISSING,NA
Apply_521,MISSING,Historic,App_1324,319.0,Permit Awarded,Belmopan,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_522,MISSING,Historic,App_1325,320.0,Permit Awarded,Belmopan,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_523,MISSING,Call,App_1326,322.0,Permit Awarded,Belmopan,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"After she found the bird and nurtured it for a while, she went to forestry and asked them if she could keep it and if not, they could take it. However, forestry saw how well taken care of the bird was, and after a couple inspections, the bird was banded and a permit was given to applicant.",NA
Apply_524,BMP 110,Historic,App_1327,323.0,Permit Awarded,Belmopan,2016-10-31 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_525,BMP 154*,Call,App_1328,324.0,Permit Awarded,Belmopan,2019-01-24 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,FD approached home and asked if they had a parrot. The bird was registered there.,NA
Apply_526,MISSING,Historic,App_1329,325.0,Permit Awarded,Belmopan,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_527,MISSING,Historic,App_1330,326.0,Permit Awarded,Belmopan,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_528,MISSING,Historic,App_1331,327.0,Permit Awarded,Belmopan,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_529,MISSING,Historic,App_1332,328.0,Permit Awarded,Belmopan,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_530,MISSING,Historic,App_1333,342.0,Permit Awarded,Orange Walk,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_531,MISSING,Historic,App_1334,344.0,Permit Awarded,Orange Walk,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_532,MISSING,Historic,App_1335,350.0,Permit Awarded,Orange Walk,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_533,MISSING,Historic,App_1336,352.0,Permit Awarded,Orange Walk,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_534,MISSING,Historic,App_1336,352.0,,Orange Walk,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_536,MISSING,Historic,App_1338,358.0,Permit Awarded,Orange Walk,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_537,MISSING,Historic,App_1339,361.0,Permit Awarded,Orange Walk,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_538,MISSING,Historic,App_1341,366.0,Permit Awarded,Orange Walk,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_539,MISSING,Historic,App_1342,367.0,Permit Awarded,Orange Walk,2020-05-29 00:00:00,Yes,MISSING,MISSING,No,MISSING,MISSING,MISSING,NA
Apply_540,MISSING,Historic,App_1343,368.0,Permit Awarded,Orange Walk,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_541,MISSING,Historic,App_1344,369.0,Permit Awarded,Orange Walk,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_542,MISSING,Historic,App_1345,370.0,Permit Awarded,Belmopan,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_543,MISSING,Historic,App_1346,371.0,Permit Awarded,Belmopan,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_544,MISSING,Historic,App_1347,372.0,Permit Awarded,Belmopan,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_545,MISSING,Historic,App_1348,373.0,Permit Awarded,Belmopan,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_546,MISSING,Historic,App_1348,373.0,,Belmopan,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_547,MISSING,Historic,App_1348,373.0,,Belmopan,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_548,MISSING,Historic,App_1349,376.0,Permit Awarded,Belmopan,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_549,MISSING,Historic,App_1350,380.0,Permit Awarded,Belmopan,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_550,MISSING,Call,App_1351,382.0,Permit Awarded,Belmopan,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Good and easy,NA
Apply_551,MISSING,Historic,App_1354,383.0,Permit Awarded,Belmopan,2022-10-26 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_552,MISSING,Historic,App_1353,384.0,Permit Awarded,Orange Walk,2023-09-30 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_553,MISSING,Historic,App_1354,383.0,Permit Awarded,Belmopan,2022-10-26 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_554,MISSING,Historic,App_1355,386.0,Permit Awarded,Savannah,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_555,MISSING,Historic,App_1356,389.0,Permit Awarded,Orange Walk,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_556,MISSING,Historic,App_1357,390.0,Permit Awarded,Belmopan,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_557,MISSING,Historic,App_1358,391.0,Permit Awarded,Orange Walk,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_558,MISSING,Historic,App_1359,392.0,Permit Awarded,Belmopan,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_559,MISSING,Historic,App_1360,393.0,Permit Awarded,Orange Walk,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_560,MISSING,Call,App_1361,394.0,Permit Awarded,Belmopan,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Good,NA
Apply_561,MISSING,Historic,App_1362,321.0,Permit Awarded,Belmopan,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_562,MISSING,Historic,App_1366,None,Permit Awarded,MISSING,2014-10-14 00:00:00,Yes,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_563,MISSING,Historic,App_1389,None,Permit Awarded,MISSING,2014-12-31 00:00:00,Yes,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_564,MISSING,Historic,App_1399,None,Permit Awarded,MISSING,MISSING,No,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_565,MISSING,Call,App_1438,None,Permit Awarded,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,U,It was the applicant's dad who applied.
Apply_566,MISSING,Call,App_1443,None,Permit Awarded,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Wonderful,NA
Apply_567,MISSING,Historic,App_1447,99.0,Permit Awarded,Orange Walk,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_570,BMP 137*,Historic,App_1463,None,,MISSING,2017-06-09 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_571,BMP 45,Historic,App_1464,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_572,MISSING,Historic,App_1465,None,,MISSING,2019-07-06 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_573,BMP 160*,Historic,App_1466,None,,MISSING,2019-08-19 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_574,BMP 158*,Call,App_1467,None,,MISSING,2019-05-10 00:00:00,MISSING,No,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_575,BMP 157*,Historic,App_1468,None,,MISSING,2019-05-10 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_576,BMP 13,Historic,App_1469,None,,MISSING,2016-10-26 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_577,BMP 19,Historic,App_1470,None,,MISSING,2017-06-30 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_578,BMP 18,Historic,App_1471,None,,MISSING,2014-12-30 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_579,BMP 17,Historic,App_1472,None,,MISSING,2015-08-08 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_580,BMP 16,Historic,App_1473,None,,MISSING,2015-08-08 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_581,BMP 15,Historic,App_1474,None,,MISSING,2016-10-21 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_582,BMP 14,Historic,App_1475,None,,MISSING,2016-10-24 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_583,BMP 12,Historic,App_1476,None,,MISSING,2016-10-20 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_584,BMP 6,Historic,App_1477,None,,MISSING,2016-03-16 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_585,BMP 11,Call,App_1478,None,,MISSING,2016-10-17 00:00:00,MISSING,No,MISSING,MISSING,MISSING,MISSING,Submission was made online.,NA
Apply_586,BMP 10,Historic,App_1479,None,,MISSING,2016-10-18 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_587,BMP 9,Historic,App_1480,None,,MISSING,2016-10-30 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_588,BMP 8,Historic,App_1481,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_589,BMP 7,Historic,App_1482,None,,MISSING,2016-08-26 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_590,BMP 5,Historic,App_1483,None,,MISSING,2016-05-03 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_591,BMP 4,Call,App_1484,None,,MISSING,2016-02-01 00:00:00,MISSING,No,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_592,BMP 3,Historic,App_1485,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_593,BMP 2,Historic,App_1486,None,,MISSING,2016-09-01 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_594,BMP 156*,Historic,App_1487,None,,MISSING,2019-02-21 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_595,BMP 113,Historic,App_1488,None,,MISSING,2018-04-18 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_596,MISSING,Call,App_1493,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,A lady from FD  inspected his home,NA
Apply_597,Bmp 94,Historic,App_1507,None,,MISSING,2016-10-11 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_598,Bmp 138,Historic,App_1508,None,,MISSING,2017-05-30 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_599,Bmp 143,Historic,App_1509,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_600,Bmp 113,Historic,App_1510,None,,MISSING,2016-10-22 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_601,BMP 153*,Call,App_1511,None,,MISSING,2019-01-25 00:00:00,MISSING,No,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_602,BMP 152*,Historic,App_1512,None,,MISSING,2019-01-25 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_603,Bmp 55,Call,App_1513,None,,MISSING,2016-10-24 00:00:00,MISSING,No,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_604,CZL 83,Historic,App_1514,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_605,CZL 84,Historic,App_1514,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_606,CZL 140,Historic,App_1514,None,,MISSING,2016-10-25 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_607,BMP 135,Historic,App_1514,None,,MISSING,2017-04-25 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_608,BMP 77,Historic,App_1515,None,,MISSING,2015-06-11 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_609,BMP 82,Historic,App_1516,None,,MISSING,2016-10-24 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_610,BMP 83,Historic,App_1517,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_611,BMP 63,Historic,App_1518,None,,MISSING,2016-11-15 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_612,BMP 57,Historic,App_1519,None,,MISSING,2015-05-28 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_613,BMP 136,Historic,App_1520,None,,MISSING,2017.0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_614,MISSING,Call,App_1522,None,Permit Awarded,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Terrible-Fd took away 2 quash that were like his kids, also they took away monkeys & crocodiles. He had them for about 9 years",NA
