application_id_eri,application_id,info_source,applicant_id_eri,applicant_id,application_status,range,application_date,application_signed,followup_done,followup_details,applied_previously,applied_previously_date,previously_approved,application_experience,application_comments
Apply_37,CZL 131,Historic,App_82,None,,MISSING,2016-10-12 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_38,CZL 122,Historic,App_85,None,,MISSING,2016-10-05 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_39,CZL 63,Historic,App_91,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_40,MISSING,Historic,App_95,360.0,Permit Awarded,Orange Walk,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_41,MISSING,Call,App_99,None,,MISSING,MISSING,MISSING,No,MISSING,MISSING,MISSING,MISSING,"Was expecting to recieve permit, however, she never heard back from them",FD said they would reach out to her after 8 months.
Apply_42,MISSING,Historic,App_100,251.0,Permit Awarded,Savannah,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_43,CZL 36,Historic,App_104,337.0,Permit Awarded,Orange Walk,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_44,MISSING,Call,App_105,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,It was an easy process.,NA
Apply_45,CZL 121,Call,App_106,None,,MISSING,2016-09-29 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_46,MISSING,Historic,App_108,295.0,Permit Awarded,Belmopan,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_47,MISSING,Call,App_111,None,,MISSING,MISSING,MISSING,Yes,They asked her to go to the office but she did not.,MISSING,MISSING,MISSING,MISSING,NA
Apply_48,CZL 17,Historic,App_113,None,,MISSING,2014-12-24 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_49,MISSING,Call,App_114,None,,MISSING,MISSING,MISSING,No,MISSING,MISSING,MISSING,MISSING,Good but expected to hear back and didn't,NA
Apply_50,MISSING,Historic,App_115,250.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_51,MISSING,Call,App_116,None,,MISSING,MISSING,MISSING,No,MISSING,MISSING,MISSING,MISSING,U,NA
Apply_52,MISSING,Historic,App_119,270.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_53,MISSING,Historic,App_121,346.0,Permit Awarded,Orange Walk,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_54,MISSING,Historic,App_123,264.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_55,CZL 38,Historic,App_126,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_56,MISSING,Historic,App_129,288.0,Permit Awarded,Belmopan,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_58,MISSING,Historic,App_131,266.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_59,MISSING,Historic,App_133,75.0,Permit Awarded,Belmopan,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_60,CZL 50,Historic,App_134,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_61,CZL 49,Historic,App_137,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_62,MISSING,Call,App_143,None,,MISSING,MISSING,MISSING,No,MISSING,MISSING,MISSING,MISSING,Good,NA
Apply_64,MISSING,Call,App_151,195.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,straightforward,NA
Apply_66,MISSING,Historic,App_154,226.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_67,MISSING,Historic,App_156,274.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_68,CZL 143,Historic,App_157,None,,MISSING,2016-10-27 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_69,BMP 49,Historic,App_161,None,,MISSING,2014-12-12 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_70,MISSING,Historic,App_164,103.0,Permit Awarded,Orange Walk,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_71,MISSING,Historic,App_166,218.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_72,CZL 117,Historic,App_167,None,,MISSING,2016-09-29 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_73,MISSING,Historic,App_168,297.0,Permit Awarded,Belmopan,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_74,MISSING,Historic,App_173,220.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_75,CZL 70,Historic,App_174,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_76,CZL 150*,Historic,App_175,341.0,Permit Awarded,Orange Walk,2016-11-21 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_77,CZL 11,Historic,App_179,None,,MISSING,2015-16-01,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_79,MISSING,Historic,App_183,243.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_80,CZL 30,Historic,App_184,None,,MISSING,2014-07-04 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_83,BMP 73,Historic,App_188,None,,MISSING,2015-02-27 00:00:00,Yes,Yes,Closed,No,NA,NA,MISSING,Plans to submit another application soon
Apply_84,MISSING,Call,App_193,None,,MISSING,MISSING,MISSING,No,MISSING,MISSING,MISSING,MISSING,Was expecting to recieve a permit but didn't,NA
Apply_85,MISSING,Historic,App_194,105.0,Permit Awarded,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_86,CZL 56,Historic,App_195,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_87,MISSING,Historic,App_199,241.0,,San Ignacio,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_89,MISSING,Call,App_212,None,,MISSING,MISSING,MISSING,Yes,FD went to his home once but he wasn't there,MISSING,MISSING,MISSING,Was okay,NA
Apply_90,BMP 32,Historic,App_215,None,Permit Awarded,MISSING,2014-12-31 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_91,MISSING,Historic,App_220,388.0,,Belmopan,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
Apply_92,MISSING,Call,App_224,None,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Miss Pulido stated she has a permit, but also that the bird doesnt have a band and the FD didn't do any inspection."
Apply_93,CZL 112,Historic,App_229,None,,MISSING,2016-09-27 00:00:00,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,NA
