applicant_id_eri,bird_id_eri,banded,band_number,permit_id,species_id,Type of parrot(provided by applicant),Sex,parrot_age_description,parrot_age_months,date_parrot_age_described,pet_name,period_of_ownership_months,period_of_ownership_years,obtain_by,town_obtained,district_obtain,enclosure_type,cage_location,cage_size_feet,shared_separate,Comments
App_1900,Bird_2141,,MISSING,MISSING,1.0,Red-lored Parrot,MISSING,MISSING,MISSING,Application,Cookie,36.0,3.0,Found,St.Matthews Village,Cayo,Cage,Indoor,MISSING,MISSING,
App_1901,Bird_2142,,MISSING,MISSING,3.0,White-fronted Parrot,UNKNOWN,2.0,24.0,Application,Rio,24.0,2.0,Found,MISSING,MISSING,Free,Indoor,MISSING,MISSING,
App_1901,Bird_2143,,MISSING,MISSING,7.0,White-crowned Parrot,UNKNOWN,2.0,24.0,Application,Bluey/Blu,24.0,2.0,Bought,MISSING,MISSING,Free,Indoor,MISSING,MISSING,
App_1902,Bird_2144,,MISSING,MISSING,MISSING,Parrot,MISSING,5.0,60.0,Application,Mily,60.0,5.0,Bought,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,
App_1902,Bird_2145,,MISSING,MISSING,MISSING,Parrot,MISSING,4.0,48.0,Application,Lolo,48.0,4.0,Bought,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,
App_1903,Bird_2146,,MISSING,MISSING,1.0,Red-lored Parrot,MISSING,6.5,78.0,Application,Pepe,60.0,5.0,Found,MISSING,MISSING,MISSING,Free/Caged,MISSING,MISSING,"Free in the day, caged at night"
App_1903,Bird_2147,,MISSING,MISSING,1.0,Red-lored Parrot,MISSING,6.5,78.0,Application,Lola,60.0,5.0,Found,MISSING,MISSING,MISSING,Free/Caged,MISSING,MISSING,"Free in the day, caged at night"
App_1904,Bird_2148,,MISSING,MISSING,2.0,Yellow-headed Parrot,Female,20.0,240.0,Application,Pretty Paule,240.0,20.0,Taken from the wild,Sittee River,Cayo,Cage,MISSING,MISSING,MISSING,
App_1904,Bird_2149,,MISSING,MISSING,2.0,Yellow-headed Parrot,Male,22.0,264.0,Application,Lorito,264.0,22.0,Taken from the wild,Sittee River,Cayo,Cage,MISSING,MISSING,MISSING,
App_1905,Bird_2150,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Application,Kris,72.0,6.0,Gifted,MISSING,MISSING,Cage,Indoor,MISSING,NA,
App_1906,Bird_2151,,MISSING,MISSING,MISSING,Parrot,Male,0.0,10.0,Application,Peew,10.0,0.0,Gifted,MISSING,MISSING,Cage,Outdoor,MISSING,MISSING,
App_1906,Bird_2152,,MISSING,MISSING,MISSING,Parrot,Male,0.0,10.0,Application,Peetrid,10.0,0.0,Gifted,MISSING,MISSING,Cage,Outdoor,MISSING,MISSING,
App_1907,Bird_2153,,MISSING,MISSING,2.0,Yellow-headed Parrot,MISSING,7.0,84.0,Application,Milo,84.0,7.0,Gifted,MISSING,MISSING,Cage,Outdoor,MISSING,MISSING,
App_1907,Bird_2154,,MISSING,MISSING,3.0,White-fronted Parrot,MISSING,4.0,48.0,Application,Ozzie,48.0,4.0,Gifted,MISSING,MISSING,Cage,Outdoor,MISSING,MISSING,
App_1908,Bird_2155,,MISSING,MISSING,2.0,Yellow-headed Parrot,MISSING,5.0,60.0,Application,Pretty Pawli,60.0,5.0,Gifted,MISSING,MISSING,Cage,MISSING,12*12,MISSING,
App_1908,Bird_2156,,MISSING,MISSING,3.0,White-fronted Parrot,MISSING,5.0,60.0,Application,Cotorito,60.0,5.0,Gifted,MISSING,MISSING,Cage,MISSING,12*12,MISSING,
App_1908,Bird_2157,,MISSING,MISSING,1.0,Red-lored Parrot,Male,5.0,60.0,Application,Mami,60.0,5.0,Gifted,MISSING,MISSING,Cage,MISSING,12*12,MISSING,
App_1909,Bird_2158,,MISSING,MISSING,MISSING,Parrot,MISSING,MISSING,MISSING,Application,Danny,60.0,5.0,Gifted,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,
App_1909,Bird_2159,,MISSING,MISSING,MISSING,Parrot,MISSING,MISSING,MISSING,Application,Bobby,24.0,2.0,Gifted,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,
App_1910,Bird_2160,,MISSING,MISSING,MISSING,Parrot,MISSING,4.0,48.0,Application,Alexander,MISSING,MISSING,Rescued,MISSING,MISSING,Free,NA,NA,NA,
App_1910,Bird_2161,,MISSING,MISSING,5.0,Olive-throated Parakeet,MISSING,2.0,24.0,Application,Kiko,MISSING,MISSING,Rescued,MISSING,MISSING,Free,NA,NA,NA,
App_1910,Bird_2162,,MISSING,MISSING,5.0,Olive-throated Parakeet,MISSING,2.0,24.0,Application,Kika,MISSING,MISSING,Rescued,MISSING,MISSING,Free,NA,NA,NA,
App_1911,Bird_2163,,MISSING,MISSING,7.0,White-crowned Parrot,UNKNOWN,8.0,96.0,Application,Lola,96.0,8.0,Rescued,MISSING,MISSING,Caged,Indoor/Outdoor,MISSING,MISSING,They have a cage inside and outside
App_1911,Bird_2164,,MISSING,MISSING,3.0,White-fronted Parrot,UNKNOWN,8.0,96.0,Application,Paco,96.0,8.0,Rescued,MISSING,MISSING,Caged,Indoor/Outdoor,MISSING,MISSING,They have a cage inside and outside
App_1912,Bird_2165,,MISSING,MISSING,MISSING,Parrot,Male,4.0,48.0,Application,Cheeky,48.0,4.0,Bought,MISSING,MISSING,Caged,MISSING,MISSING,MISSING,
App_1912,Bird_2166,,MISSING,MISSING,MISSING,Parrot,Female,4.0,48.0,Application,Woola,48.0,4.0,Bought,MISSING,MISSING,Caged,MISSING,MISSING,MISSING,
App_1913,Bird_2167,,MISSING,MISSING,MISSING,Parrot,MISSING,MISSING,MISSING,Application,Toby,MISSING,MISSING,Gifted,MISSING,MISSING,Caged,MISSING,MISSING,Separate,
App_1913,Bird_2168,,MISSING,MISSING,MISSING,Parrot,MISSING,MISSING,MISSING,Application,Mary,MISSING,MISSING,Gifted,MISSING,MISSING,Caged,MISSING,MISSING,Separate,
App_1914,Bird_2169,,MISSING,MISSING,MISSING,Parrot,MISSING,1.0,12.0,Application,Big bird,2.0,0.0,Found,MISSING,MISSING,Caged,MISSING,MISSING,Found on fallen tree,
App_1914,Bird_2170,,MISSING,MISSING,MISSING,Parrot,MISSING,1.0,12.0,Application,Chico,2.0,0.0,Found,MISSING,MISSING,Caged,MISSING,MISSING,Found on fallen tree,
App_1915,Bird_2171,,MISSING,MISSING,1.0,Red-lored Parrot,Female,1.0,12.0,Application,Coni,12.0,1.0,Bought,MISSING,MISSING,Cage,Outdoor,MISSING,MISSING,
App_1915,Bird_2172,,MISSING,MISSING,1.0,Red-lored Parrot,Male,1.5,18.0,Application,Joshua,12.0,1.0,Bought,MISSING,MISSING,Cage,Outdoor,MISSING,MISSING,
App_1916,Bird_2173,,MISSING,MISSING,2.0,Yellow-headed Parrot,MISSING,1.0,12.0,Application,Zaza,12.0,1.0,Rescued,MISSING,MISSING,Caged,MISSING,MISSING,Rescued from a fallen tree,
App_1917,Bird_2174,,MISSING,MISSING,MISSING,Parrot,MISSING,3.0,36.0,Application,Risita,36.0,3.0,Taken from the wild,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,
App_1917,Bird_2175,,MISSING,MISSING,MISSING,Parrot,MISSING,4.0,48.0,Application,Kiwi,48.0,4.0,Taken from the wild,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,
App_1918,Bird_2176,,MISSING,MISSING,MISSING,Parrot,Male,3.0,36.0,Application,Blue,36.0,3.0,Bought,MISSING,MISSING,MISSING,MISSING,MISSING,NA,Resides at owner's house
App_1919,Bird_2177,,585.0,MISSING,3.0,White-fronted Parrot,Male,7.0,84.0,Application,Harley,72.0,6.0,Bought,MISSING,MISSING,MISSING,MISSING,MISSING,NA,Resides indoors but does no specify free/caged
App_1920,Bird_2179,,586.0,MISSING,UNKNOWN,UNKNOWN,Male,UNKNOWN,UNKNOWN,Application,Paco,12.0,1.0,Gifted,MISSING,MISSING,Cage,on front porch,MISSING,NA,
App_1921,Bird_2180,,MISSING,MISSING,MISSING,Parrot,MISSING,6.0,72.0,Application,Sherley,72.0,6.0,Gifted,MISSING,MISSING,Cage,MISSING,6*6,NA,
App_1922,Bird_2181,,MISSING,MISSING,MISSING,Parrot,Male,UNKNOWN,UNKNOWN,Application,Panchito,6.0,0.0,Gifted,MISSING,MISSING,Cage,Front porch,MISSING,NA,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
