eri_application_id,application_id,info_source,applicant_id_eri,applicant_id,status,range,application_date,application_signed,followup_done,followup_details,applied_previously,applied_previously_date,previously_approved,application_experience,application_comments
Apply_622,NULL,Call,App_1531,NULL,NULL,NULL,2024-06-05,true,false,NULL,false,NULL,NULL,NULL,NULL
Apply_623,NULL,Call,App_1532,NULL,NULL,NULL,2024-04-25,true,false,NULL,false,NULL,NULL,NULL,NULL
Apply_624,NULL,Historic,App_1533,NULL,NULL,NULL,2023-05-22,true,NULL,NULL,true,NULL,NULL,NULL,NULL
Apply_625,NULL,Historic,App_1534,NULL,NULL,NULL,2023-10-04,true,NULL,NULL,true,NULL,NULL,NULL,NULL
Apply_626,NULL,Call,App_1535,NULL,NULL,NULL,2023-10-06,true,true,A home inspection was done. He was told he would receive a permit and bands soon but did not hear from FD again.,false,NULL,NULL,Not good. Officers are biased and do not treat everyone equally.,NULL
Apply_627,NULL,Historic,App_1536,NULL,NULL,NULL,2023-11-14,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_628,NULL,Historic,App_1537,NULL,NULL,NULL,2022-03-21,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_629,NULL,Historic,App_1538,NULL,NULL,NULL,2022-03-24,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_630,NULL,Historic,App_1539,NULL,NULL,NULL,2022-06-16,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_631,NULL,Historic,App_1540,NULL,NULL,NULL,2022-08-03,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_632,NULL,Historic,App_1541,NULL,NULL,NULL,2022-04-14,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_633,NULL,Historic,App_1542,NULL,NULL,NULL,2022-06-30,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_634,NULL,Historic,App_1543,NULL,NULL,NULL,2021-08-03,true,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_635,NULL,Historic,App_1544,NULL,NULL,NULL,2021-10-08,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_636,NULL,Historic,App_1545,NULL,NULL,NULL,2024-08-06,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_637,NULL,Historic,App_1546,NULL,NULL,NULL,2021-05-28,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_638,NULL,Historic,App_1547,NULL,NULL,NULL,2020-06-05,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_640,NULL,Historic,App_1549,NULL,NULL,NULL,2020-07-14,true,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_641,NULL,Historic,App_1550,NULL,NULL,NULL,NULL,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_642,NULL,Historic,App_1551,NULL,NULL,NULL,NULL,false,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_643,NULL,Historic,App_1552,NULL,NULL,NULL,2021-12-20,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_644,NULL,Historic,App_1553,NULL,NULL,NULL,2021-04-27,true,NULL,NULL,true,NULL,true,NULL,NULL
Apply_645,NULL,Historic,App_1554,NULL,NULL,NULL,2020-07-15,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_646,NULL,Historic,App_1555,NULL,NULL,NULL,2020-07-15,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_647,NULL,Historic,App_1556,NULL,NULL,NULL,2020-02-03,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_648,NULL,Historic,App_1557,NULL,NULL,NULL,2020-07-31,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_649,NULL,Historic,App_1558,NULL,NULL,NULL,2017-07-27,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_650,NULL,Historic,App_1559,NULL,NULL,NULL,2016-06-17,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_652,NULL,Historic,App_1561,NULL,NULL,NULL,2020-05-28,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_654,NULL,Historic,App_1563,134,Permit Awarded,Orange Walk,NULL,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_655,NULL,Historic,App_1564,NULL,Permit Awarded,NULL,NULL,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_656,NULL,Historic,App_1565,NULL,NULL,NULL,2018-05-15,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_657,NULL,Historic,App_1566,NULL,NULL,NULL,2018-01-09,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_658,NULL,Historic,App_1567,353,Permit Awarded,Orange Walk,2019-10-04,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_659,NULL,Historic,App_1568,NULL,NULL,NULL,2016-10-28,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_660,NULL,Historic,App_1569,355,Permit Awarded,Orange Walk,2016-10-28,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_662,NULL,Historic,App_1571,NULL,NULL,NULL,2017-11-10,false,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_663,NULL,Historic,App_1572,NULL,NULL,NULL,2017-07-18,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_664,NULL,Historic,App_1573,NULL,NULL,NULL,2017-07-20,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_665,NULL,Historic,App_1574,NULL,NULL,NULL,2017-07-20,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_666,NULL,Historic,App_1575,NULL,NULL,NULL,2017-07-20,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_667,NULL,Historic,App_1576,NULL,NULL,NULL,2017-07-20,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_668,NULL,Historic,App_1577,NULL,NULL,NULL,2017-07-20,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_670,NULL,Historic,App_1579,NULL,NULL,NULL,2017-07-20,false,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_671,NULL,Historic,App_1580,NULL,NULL,NULL,2017-01-25,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_672,CZL 155*,Historic,App_1581,NULL,NULL,NULL,2017-07-13,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_673,NULL,Historic,App_1582,NULL,NULL,NULL,2017-09-08,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_674,NULL,Historic,App_1583,NULL,NULL,NULL,2017-04-06,true,NULL,NULL,true,2016-01-01,true,NULL,NULL
Apply_675,NULL,Historic,App_1584,NULL,NULL,NULL,2017-02-20,true,NULL,NULL,NULL,NULL,NULL,NULL,Unsure if 1 or 2 applications for App_1584
Apply_676,NULL,Historic,App_1585,NULL,NULL,NULL,2017-08-08,true,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_677,NULL,Historic,App_1586,NULL,NULL,NULL,2017-31-07,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_678,NULL,Call,App_1587,NULL,NULL,NULL,2017-07-25,true,false,NULL,NULL,NULL,NULL,NULL,NULL
Apply_679,NULL,Historic,App_1588,NULL,NULL,NULL,2017-03-13,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_680,NULL,Historic,App_1589,NULL,NULL,NULL,2017-10-06,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_682,NULL,Historic,App_1591,NULL,NULL,NULL,2017-10-04,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_684,NULL,Historic,App_1593,NULL,NULL,NULL,2017-09-06,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_685,NULL,Historic,App_1594,NULL,NULL,NULL,2017-11-01,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_687,NULL,Historic,App_1597,NULL,NULL,NULL,2018-01-09,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_688,NULL,Historic,App_1598,NULL,NULL,NULL,2018-08-02,false,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_689,NULL,Historic,App_1599,NULL,NULL,NULL,2018-08-28,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_690,NULL,Historic,App_1600,NULL,NULL,NULL,2018-05-29,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_691,NULL,Historic,App_1601,NULL,NULL,NULL,2018-02-02,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_692,NULL,Call,App_1602,NULL,NULL,NULL,2018-10-03,true,true,"FD did a home inspection, gave pre-conditions and said they would return but did not",false,NULL,NULL,NULL,NULL
Apply_693,NULL,Historic,App_1603,NULL,NULL,NULL,2018-05-09,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_694,NULL,Historic,App_1604,NULL,NULL,NULL,2018-04-09,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_695,NULL,Call,App_1606,NULL,NULL,NULL,2019-07-23,true,true,"Home was inspected and since they saw the parrot was free, Fd told her everything was fine and did not need any permit.",false,NULL,NULL,NULL,NULL
Apply_696,NULL,Historic,App_1607,NULL,NULL,NULL,2019-09-05,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_697,NULL,Historic,App_1608,NULL,NULL,NULL,2019-07-23,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_699,NULL,Historic,App_1610,NULL,NULL,NULL,2020-05-29,true,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_700,NULL,Historic,App_1611,NULL,NULL,NULL,2020-05-29,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_701,NULL,Historic,App_1612,364,NULL,Orange Walk,2020-06-03,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_702,NULL,Historic,App_1613,NULL,NULL,NULL,2020-01-31,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_703,NULL,Historic,App_1614,NULL,NULL,NULL,NULL,false,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_704,NULL,Historic,App_1617,NULL,NULL,NULL,NULL,false,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_705,NULL,Historic,App_1618,NULL,NULL,NULL,NULL,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_706,NULL,Historic,App_1619,NULL,NULL,NULL,NULL,false,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_708,NULL,Historic,App_1621,NULL,NULL,NULL,NULL,true,NULL,NULL,false,NULL,NULL,NULL,NULL
Apply_709,NULL,Historic,App_1636,NULL,NULL,NULL,NULL,true,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_710,NULL,Historic,App_1637,NULL,NULL,NULL,NULL,true,NULL,NULL,true,NULL,false,NULL,NULL
Apply_711,NULL,Historic,App_1638,NULL,NULL,NULL,NULL,true,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_712,NULL,Historic,App_1639,NULL,NULL,NULL,NULL,true,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_713,NULL,Call,App_1640,NULL,Permit Awarded,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Went well. The parrot was gifted with consent of FD and was also given a band but no permit.,NULL
Apply_714,NULL,Call,App_1641,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Good,NULL
Apply_715,NULL,Historic,App_1643,NULL,NULL,NULL,2017-02-07,true,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Apply_716,BZ 94,Historic,App_1644,NULL,NULL,NULL,2017-11-14,true,true,Approved after probation,true,NULL,NULL,NULL,NULL
Apply_717,BMP 65,Historic,App_1645,NULL,NULL,NULL,2016-11-28,true,true,Closed,false,NULL,NULL,NULL,NULL
Apply_718,BMP 142*,Historic,App_1646,NULL,NULL,NULL,2018-02-13,true,true,Closed,false,NULL,NULL,NULL,NULL
Apply_720,BMP 68,Historic,App_1648,NULL,NULL,NULL,2016-10-19,true,true,Closed,false,NULL,NULL,NULL,NULL
Apply_721,BMP 71,Historic,App_1649,NULL,NULL,NULL,2016-08-19,true,true,Closed,false,NULL,NULL,NULL,NULL
Apply_722,BMP 69,Historic,App_1650,NULL,NULL,NULL,2016-10-25,true,true,Closed,false,NULL,NULL,NULL,NULL
Apply_724,BMP 67,Historic,App_1652,NULL,NULL,NULL,2016-10-18,true,true,Closed,NULL,NULL,NULL,NULL,NULL
Apply_725,BMP 78,Historic,App_1653,NULL,NULL,NULL,2016-12-16,true,true,Closed,false,NULL,NULL,NULL,NULL
Apply_726,BMP 59,Historic,App_1654,NULL,NULL,NULL,2015-01-06,true,true,Closed,false,NULL,NULL,NULL,NULL
Apply_729,BMP 62,Historic,App_1657,NULL,NULL,NULL,2016-10-04,false,true,Closed,NULL,NULL,NULL,NULL,NULL
Apply_730,BMP 143,Historic,App_1658,NULL,NULL,NULL,2018-03-19,true,true,Closed,false,NULL,NULL,NULL,NULL
Apply_731,BMP 93,Historic,App_1659,NULL,NULL,NULL,2017-01-06,true,true,Closed,false,NULL,NULL,NULL,NULL
Apply_733,NULL,Call,App_1368,NULL,Permit Awarded,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Very well,NULL
Apply_734,NULL,Call,App_1373,NULL,Permit Awarded,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Good,NULL
Apply_735,NULL,Call,App_1379,NULL,Permit Awarded,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Good,NULL
Apply_736,NULL,Call,App_1405,NULL,Permit Awarded,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Good,NULL
Apply_737,NULL,Call,App_1393,NULL,Permit Awarded,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Obtained permit and band for the bird,NULL
Apply_732,NULL,Historic,App_1660,NULL,NULL,NULL,2018-08-13,true,true,Closed,false,NULL,NULL,NULL,NULL
